# HOMER Peaks
# Peak finding parameters:
# tag directory = /home/q5gong/CSE185FinalProject/Figure_4e&f/data/tagdirs/NR5a2
#
# total peaks = 32235
# peak size = 134
# peaks found using tags on both strands
# minimum distance between peaks = 268
# fragment length = 122
# genome size = 2000000000
# Total tags = 12320924.0
# Total tags in peaks = 1164991.0
# Approximate IP efficiency = 9.46%
# tags per bp = 0.005291
# expected tags per peak = 0.709
# maximum tags considered per bp = 1.0
# effective number of tags used for normalization = 10000000.0
# Peaks have been centered at maximum tag pile-up
# FDR rate threshold = 0.001000000
# FDR effective poisson threshold = 8.447811e-07
# FDR tag threshold = 8.0
# number of putative peaks = 59162
#
# input tag directory = /home/q5gong/CSE185FinalProject/Figure_4e&f/data/tagdirs/input
# Fold over input required = 4.00
# Poisson p-value over input required = 1.00e-04
# Putative peaks filtered by input = 23234
#
# size of region used for local filtering = 10000
# Fold over local region required = 4.00
# Poisson p-value over local region required = 1.00e-04
# Putative peaks filtered by local signal = 3687
#
# Maximum fold under expected unique positions for tags = 2.00
# Putative peaks filtered for being too clonal = 6
#
# cmd = findPeaks /home/q5gong/CSE185FinalProject/Figure_4e&f/data/tagdirs/NR5a2 -i /home/q5gong/CSE185FinalProject/Figure_4e&f/data/tagdirs/input -style factor -o auto
#
# Column Headers:
#PeakID	chr	start	end	strand	Normalized Tag Count	focus ratio	findPeaks Score	Total Tags (normalized to Control Experiment)	Control Tags	Fold Change vs Control	p-value vs Control	Fold Change vs Local	p-value vs Local	Clonal Fold Change
chr10-949	chr10	127806758	127806892	+	17.9	0.659	18.000000	18.6	1.0	18.59	6.06e-17	4.01	8.88e-08	1.06
chr11-1520	chr11	3953698	3953832	+	17.9	0.867	18.000000	18.6	1.0	18.59	6.06e-17	31.15	2.09e-25	0.94
chr11-1529	chr11	11732827	11732961	+	17.9	0.800	18.000000	18.6	0.5	37.17	3.61e-22	17.61	3.62e-20	0.94
chr11-1438	chr11	18653888	18654022	+	17.9	0.958	19.000000	18.6	2.0	9.29	6.19e-12	13.84	5.19e-18	0.89
chr11-1147	chr11	19812329	19812463	+	17.9	0.684	23.000000	18.6	1.0	18.59	6.06e-17	13.39	1.03e-17	0.80
chr11-1532	chr11	19890905	19891039	+	17.9	0.719	18.000000	18.6	0.5	37.17	3.61e-22	9.64	7.68e-15	0.94
chr11-1535	chr11	32041126	32041260	+	17.9	0.767	18.000000	18.6	4.0	4.65	2.48e-07	27.93	2.13e-24	0.99
chr11-1536	chr11	32117050	32117184	+	17.9	0.714	18.000000	18.6	2.0	9.29	6.19e-12	6.45	1.80e-11	1.06
chr11-1219	chr11	33195628	33195762	+	17.9	0.862	22.000000	18.6	1.0	18.59	6.06e-17	39.51	1.30e-27	0.89
chr11-1443	chr11	35765383	35765517	+	17.9	0.806	19.000000	18.6	2.0	9.29	6.19e-12	7.04	3.46e-12	0.89
chr11-1281	chr11	43363329	43363463	+	17.9	0.574	21.000000	18.6	4.0	4.65	2.48e-07	7.23	2.09e-12	0.85
chr11-1357	chr11	50849611	50849745	+	17.9	0.926	20.000000	18.6	1.0	18.59	6.06e-17	52.25	3.17e-30	0.85
chr11-1360	chr11	52047997	52048131	+	17.9	0.743	20.000000	18.6	0.5	37.17	3.61e-22	13.96	4.36e-18	0.89
chr11-1655	chr11	53262188	53262322	+	17.9	0.692	17.000000	18.6	1.0	18.59	6.06e-17	8.22	1.75e-13	0.99
chr11-1453	chr11	61011526	61011660	+	17.9	0.659	19.000000	18.6	2.0	9.29	6.19e-12	9.76	6.06e-15	0.99
chr11-1556	chr11	69746653	69746787	+	17.9	0.788	18.000000	18.6	2.0	9.29	6.19e-12	14.09	3.65e-18	0.94
chr11-1371	chr11	74284325	74284459	+	17.9	0.815	20.000000	18.6	1.0	18.59	6.06e-17	7.33	1.61e-12	0.85
chr11-1799	chr11	74538754	74538888	+	17.9	0.794	16.000000	18.6	1.0	18.59	6.06e-17	12.86	2.36e-17	1.06
chr11-1565	chr11	75377960	75378094	+	17.9	0.821	18.000000	18.6	3.0	6.20	3.57e-09	15.28	6.82e-19	0.94
chr11-1463	chr11	76994575	76994709	+	17.9	0.806	19.000000	18.6	3.0	6.20	3.57e-09	18.41	1.44e-20	0.99
chr11-1682	chr11	77171489	77171623	+	17.9	0.958	17.000000	18.6	1.0	18.59	6.06e-17	33.06	5.88e-26	0.99
chr11-1465	chr11	77685777	77685911	+	17.9	0.677	19.000000	18.6	2.0	9.29	6.19e-12	7.98	3.14e-13	0.89
chr11-1105	chr11	77707680	77707814	+	17.9	0.756	24.000000	18.6	2.0	9.29	6.19e-12	6.45	1.80e-11	0.77
chr11-1570	chr11	78388527	78388661	+	17.9	0.852	18.000000	18.6	1.0	18.59	6.06e-17	21.31	6.67e-22	0.94
chr11-2112	chr11	78653714	78653848	+	17.9	0.774	14.000000	18.6	0.5	37.17	3.61e-22	13.28	1.22e-17	1.21
chr11-1468	chr11	80538370	80538504	+	17.9	0.852	19.000000	18.6	2.0	9.29	6.19e-12	26.13	8.74e-24	0.89
chr11-1240	chr11	82675200	82675334	+	17.9	0.778	22.000000	18.6	3.0	6.20	3.57e-09	12.09	8.24e-17	0.89
chr11-1810	chr11	82801236	82801370	+	17.9	0.857	16.000000	18.6	0.5	37.17	3.61e-22	12.56	3.81e-17	1.06
chr11-1692	chr11	83807111	83807245	+	17.9	0.880	17.000000	18.6	1.0	18.59	6.06e-17	24.92	2.37e-23	0.99
chr11-1472	chr11	86210610	86210744	+	17.9	0.730	19.000000	18.6	3.0	6.20	3.57e-09	11.82	1.29e-16	0.94
chr11-1816	chr11	86467055	86467189	+	17.9	0.815	16.000000	18.6	0.5	37.17	3.61e-22	23.48	8.36e-23	1.06
chr11-1386	chr11	86808807	86808941	+	17.9	0.707	20.000000	18.6	2.0	9.29	6.19e-12	7.26	1.92e-12	0.89
chr11-1310	chr11	86887707	86887841	+	17.9	0.774	21.000000	18.6	2.0	9.29	6.19e-12	12.96	2.01e-17	0.85
chr11-1475	chr11	87276251	87276385	+	17.9	0.719	19.000000	18.6	1.0	18.59	6.06e-17	20.50	1.50e-21	0.94
chr11-1388	chr11	87823447	87823581	+	17.9	0.862	20.000000	18.6	4.0	4.65	2.48e-07	27.45	3.06e-24	0.94
chr11-1313	chr11	94563643	94563777	+	17.9	0.658	21.000000	18.6	3.0	6.20	3.57e-09	16.70	1.09e-19	0.80
chr11-1588	chr11	95849968	95850102	+	17.9	0.852	18.000000	18.6	1.0	18.59	6.06e-17	31.76	1.38e-25	0.94
chr11-1596	chr11	100016916	100017050	+	17.9	0.735	18.000000	18.6	2.0	9.29	6.19e-12	4.44	1.57e-08	0.94
chr11-1409	chr11	100467743	100467877	+	17.9	0.897	20.000000	18.6	1.0	18.59	6.06e-17	4.95	2.28e-09	0.89
chr11-1412	chr11	101455710	101455844	+	17.9	0.750	20.000000	18.6	0.5	37.17	3.61e-22	15.14	8.28e-19	0.89
chr11-1603	chr11	103261038	103261172	+	17.9	0.828	18.000000	18.6	1.0	18.59	6.06e-17	25.31	1.71e-23	0.94
chr11-1726	chr11	105097250	105097384	+	17.9	0.750	17.000000	18.6	2.0	9.29	6.19e-12	5.98	7.52e-11	1.06
chr11-1851	chr11	106111158	106111292	+	17.9	0.651	16.000000	18.6	1.0	18.59	6.06e-17	15.43	5.61e-19	1.21
chr11-1498	chr11	107050508	107050642	+	17.9	0.727	19.000000	18.6	4.0	4.65	2.48e-07	17.05	7.06e-20	0.89
chr11-1856	chr11	107382624	107382758	+	17.9	0.889	16.000000	18.6	3.0	6.20	3.57e-09	25.31	1.71e-23	1.06
chr11-1500	chr11	107765359	107765493	+	17.9	0.852	19.000000	18.6	2.0	9.29	6.19e-12	19.28	5.43e-21	0.94
chr11-1501	chr11	109406714	109406848	+	17.9	0.659	19.000000	18.6	4.0	4.65	2.48e-07	10.25	2.27e-15	0.94
chr11-1612	chr11	113583810	113583944	+	17.9	0.889	18.000000	18.6	1.0	18.59	6.06e-17	22.50	2.05e-22	0.99
chr11-1333	chr11	116367928	116368062	+	17.9	0.889	21.000000	18.6	0.5	37.17	3.61e-22	15.57	4.60e-19	0.85
chr11-1266	chr11	117344085	117344219	+	17.9	0.650	22.000000	18.6	1.0	18.59	6.06e-17	15.14	8.28e-19	0.80
chr11-1427	chr11	120047251	120047385	+	17.9	0.771	20.000000	18.6	2.0	9.29	6.19e-12	4.44	1.57e-08	0.85
chr11-1744	chr11	120166791	120166925	+	17.9	0.667	17.000000	18.6	1.0	18.59	6.06e-17	13.17	1.44e-17	1.06
chr11-1339	chr11	120346180	120346314	+	17.9	0.625	21.000000	18.6	3.0	6.20	3.57e-09	9.58	8.64e-15	0.80
chr11-1516	chr11	121379589	121379723	+	17.9	0.788	19.000000	18.6	4.0	4.65	2.48e-07	8.76	5.14e-14	0.94
chr12-711	chr12	3866807	3866941	+	17.9	0.759	19.000000	18.6	2.0	9.29	6.19e-12	11.09	4.66e-16	0.89
chr12-764	chr12	4918614	4918748	+	17.9	0.727	18.000000	18.6	0.5	37.17	3.61e-22	17.61	3.62e-20	0.94
chr12-663	chr12	8784976	8785110	+	17.9	0.889	20.000000	18.6	4.0	4.65	2.48e-07	8.90	3.73e-14	0.85
chr12-668	chr12	25844128	25844262	+	17.9	0.750	20.000000	18.6	0.5	37.17	3.61e-22	14.46	2.12e-18	0.89
chr12-720	chr12	26479629	26479763	+	17.9	0.639	19.000000	18.6	4.0	4.65	2.48e-07	5.26	7.80e-10	0.89
chr12-632	chr12	27960193	27960327	+	17.9	0.694	21.000000	18.6	2.0	9.29	6.19e-12	27.00	4.36e-24	0.80
chr12-723	chr12	29344219	29344353	+	17.9	0.852	19.000000	18.6	3.0	6.20	3.57e-09	30.00	4.66e-25	0.89
chr12-673	chr12	32633089	32633223	+	17.9	0.733	20.000000	18.6	0.5	37.17	3.61e-22	5.35	5.80e-10	0.89
chr12-674	chr12	36936808	36936942	+	17.9	0.794	20.000000	18.6	4.0	4.65	2.48e-07	12.09	8.24e-17	0.94
chr12-831	chr12	40736283	40736417	+	17.9	0.917	17.000000	18.6	0.5	37.17	3.61e-22	24.18	4.50e-23	0.99
chr12-730	chr12	45959206	45959340	+	17.9	0.833	19.000000	18.6	3.0	6.20	3.57e-09	25.31	1.71e-23	0.94
chr12-679	chr12	53265397	53265531	+	17.9	0.774	20.000000	18.6	2.0	9.29	6.19e-12	53.99	1.56e-30	0.89
chr12-778	chr12	55756708	55756842	+	17.9	0.725	18.000000	18.6	1.0	18.59	6.06e-17	5.96	8.05e-11	0.99
chr12-680	chr12	55857392	55857526	+	17.9	0.767	20.000000	18.6	2.0	9.29	6.19e-12	23.48	8.36e-23	0.85
chr12-682	chr12	56558061	56558195	+	17.9	0.659	20.000000	18.6	4.0	4.65	2.48e-07	11.41	2.66e-16	0.85
chr12-780	chr12	58382534	58382668	+	17.9	0.917	18.000000	18.6	1.0	18.59	6.06e-17	40.49	7.65e-28	0.94
chr12-781	chr12	59657184	59657318	+	17.9	0.667	18.000000	18.6	1.0	18.59	6.06e-17	19.75	3.28e-21	0.94
chr12-736	chr12	71734342	71734476	+	17.9	0.667	19.000000	18.6	3.0	6.20	3.57e-09	16.20	2.05e-19	0.89
chr12-907	chr12	71750743	71750877	+	17.9	0.857	16.000000	18.6	2.0	9.29	6.19e-12	13.50	8.72e-18	1.13
chr12-611	chr12	78182438	78182572	+	17.9	0.812	22.000000	18.6	1.0	18.59	6.06e-17	15.28	6.82e-19	0.80
chr12-613	chr12	81828198	81828332	+	17.9	0.767	22.000000	18.6	3.0	6.20	3.57e-09	15.43	5.61e-19	0.89
chr12-746	chr12	81944693	81944827	+	17.9	0.821	19.000000	18.6	3.0	6.20	3.57e-09	12.65	3.25e-17	0.89
chr12-801	chr12	85322645	85322779	+	17.9	0.840	18.000000	18.6	1.0	18.59	6.06e-17	23.82	6.15e-23	0.94
chr12-993	chr12	85352594	85352728	+	17.9	0.833	15.000000	18.6	3.0	6.20	3.57e-09	21.31	6.67e-22	1.13
chr12-851	chr12	93017660	93017794	+	17.9	0.742	17.000000	18.6	4.0	4.65	2.48e-07	17.42	4.54e-20	0.99
chr12-584	chr12	93042981	93043115	+	17.9	0.788	23.000000	18.6	4.0	4.65	2.48e-07	4.71	5.59e-09	0.77
chr12-936	chr12	104226009	104226143	+	17.9	0.650	16.000000	18.6	1.0	18.59	6.06e-17	26.13	8.74e-24	1.06
chr12-655	chr12	106997323	106997457	+	17.9	0.780	21.000000	18.6	3.0	6.20	3.57e-09	4.94	2.41e-09	0.89
chr12-622	chr12	109508907	109509041	+	17.9	0.775	22.000000	18.6	4.0	4.65	2.48e-07	5.09	1.39e-09	0.80
chr12-761	chr12	112709873	112710007	+	17.9	0.771	19.000000	18.6	0.5	37.17	3.61e-22	16.04	2.51e-19	0.94
chr12-762	chr12	113135176	113135310	+	17.9	0.643	19.000000	18.6	2.0	9.29	6.19e-12	10.59	1.19e-15	0.89
chr12-812	chr12	118778954	118779088	+	17.9	0.605	18.000000	18.6	1.0	18.59	6.06e-17	13.50	8.72e-18	1.06
chr13-744	chr13	4058728	4058862	+	17.9	0.929	18.000000	18.6	0.5	37.17	3.61e-22	28.42	1.47e-24	0.99
chr13-688	chr13	10355171	10355305	+	17.9	0.788	19.000000	18.6	2.0	9.29	6.19e-12	6.38	2.25e-11	0.94
chr13-915	chr13	21265038	21265172	+	17.9	0.821	15.000000	18.6	1.0	18.59	6.06e-17	14.33	2.54e-18	1.21
chr13-692	chr13	23919285	23919419	+	17.9	0.714	19.000000	18.6	0.5	37.17	3.61e-22	25.71	1.23e-23	0.89
chr13-694	chr13	24918128	24918262	+	17.9	0.844	19.000000	18.6	2.0	9.29	6.19e-12	16.04	2.51e-19	0.94
chr13-651	chr13	29066595	29066729	+	17.9	0.850	20.000000	18.6	4.0	4.65	2.48e-07	18.62	1.13e-20	0.89
chr13-615	chr13	34029114	34029248	+	17.9	0.889	21.000000	18.6	1.0	18.59	6.06e-17	13.61	7.35e-18	0.85
chr13-804	chr13	34338841	34338975	+	17.9	0.774	17.000000	18.6	3.0	6.20	3.57e-09	8.95	3.35e-14	0.99
chr13-805	chr13	36244990	36245124	+	17.9	0.848	17.000000	18.6	4.0	4.65	2.48e-07	19.75	3.28e-21	1.13
chr13-548	chr13	36387827	36387961	+	17.9	0.738	23.000000	18.6	0.5	37.17	3.61e-22	12.27	6.08e-17	0.80
chr13-863	chr13	38045065	38045199	+	17.9	0.815	16.000000	18.6	0.5	37.17	3.61e-22	24.18	4.50e-23	1.06
chr13-660	chr13	38601926	38602060	+	17.9	0.742	20.000000	18.6	3.0	6.20	3.57e-09	16.53	1.35e-19	0.89
chr13-663	chr13	45716255	45716389	+	17.9	0.730	20.000000	18.6	4.0	4.65	2.48e-07	18.20	1.82e-20	0.89
chr13-709	chr13	46979006	46979140	+	17.9	0.821	19.000000	18.6	3.0	6.20	3.57e-09	18.62	1.13e-20	0.94
chr13-667	chr13	49776840	49776974	+	17.9	0.806	20.000000	18.6	0.5	37.17	3.61e-22	10.52	1.36e-15	0.89
chr13-713	chr13	51943259	51943393	+	17.9	0.676	19.000000	18.6	3.0	6.20	3.57e-09	5.14	1.17e-09	0.94
chr13-670	chr13	52091611	52091745	+	17.9	0.688	20.000000	18.6	0.5	37.17	3.61e-22	16.36	1.66e-19	0.85
chr13-671	chr13	52998074	52998208	+	17.9	0.862	20.000000	18.6	4.0	4.65	2.48e-07	17.61	3.62e-20	0.89
chr13-939	chr13	54444905	54445039	+	17.9	0.684	15.000000	18.6	2.0	9.29	6.19e-12	37.67	3.61e-27	1.13
chr13-819	chr13	60787464	60787598	+	17.9	0.852	17.000000	18.6	1.0	18.59	6.06e-17	8.62	7.04e-14	0.99
chr13-768	chr13	63986920	63987054	+	17.9	0.871	18.000000	18.6	0.5	37.17	3.61e-22	21.31	6.67e-22	0.99
chr13-769	chr13	64412713	64412847	+	17.9	0.867	18.000000	18.6	3.0	6.20	3.57e-09	12.96	2.01e-17	0.99
chr13-722	chr13	67274716	67274850	+	17.9	0.885	19.000000	18.6	1.0	18.59	6.06e-17	37.67	3.61e-27	0.94
chr13-886	chr13	69645379	69645513	+	17.9	0.839	16.000000	18.6	3.0	6.20	3.57e-09	7.83	4.58e-13	1.06
chr13-632	chr13	69722666	69722800	+	17.9	0.767	21.000000	18.6	0.5	37.17	3.61e-22	28.92	1.01e-24	0.85
chr13-724	chr13	73582635	73582769	+	17.9	0.852	19.000000	18.6	3.0	6.20	3.57e-09	18.41	1.44e-20	0.89
chr13-725	chr13	74160871	74161005	+	17.9	0.675	19.000000	18.6	3.0	6.20	3.57e-09	6.33	2.61e-11	0.89
chr13-634	chr13	82458502	82458636	+	17.9	0.852	21.000000	18.6	1.0	18.59	6.06e-17	44.99	7.96e-29	0.85
chr13-726	chr13	89922730	89922864	+	17.9	0.862	19.000000	18.6	1.0	18.59	6.06e-17	39.51	1.30e-27	0.89
chr13-823	chr13	94272372	94272506	+	17.9	0.710	17.000000	18.6	0.5	37.17	3.61e-22	9.64	7.68e-15	0.99
chr13-593	chr13	94892806	94892940	+	17.9	0.667	22.000000	18.6	2.0	9.29	6.19e-12	9.88	4.76e-15	0.77
chr13-779	chr13	97713685	97713819	+	17.9	0.880	18.000000	18.6	2.0	9.29	6.19e-12	28.92	1.01e-24	0.94
chr13-732	chr13	100113951	100114085	+	17.9	0.806	19.000000	18.6	2.0	9.29	6.19e-12	13.28	1.22e-17	0.94
chr13-639	chr13	100115232	100115366	+	17.9	0.818	21.000000	18.6	0.5	37.17	3.61e-22	13.84	5.19e-18	0.85
chr13-781	chr13	101345983	101346117	+	17.9	0.846	18.000000	18.6	2.0	9.29	6.19e-12	20.25	1.96e-21	0.94
chr13-564	chr13	102143599	102143733	+	17.9	0.667	23.000000	18.6	4.0	4.65	2.48e-07	25.71	1.23e-23	0.80
chr13-641	chr13	102508883	102509017	+	17.9	0.862	21.000000	18.6	4.0	4.65	2.48e-07	8.66	6.35e-14	0.85
chr13-738	chr13	110808764	110808898	+	17.9	0.639	19.000000	18.6	2.0	9.29	6.19e-12	8.10	2.35e-13	0.94
chr13-838	chr13	112747495	112747629	+	17.9	0.767	17.000000	18.6	1.0	18.59	6.06e-17	19.06	6.96e-21	0.99
chr13-741	chr13	114208316	114208450	+	17.9	0.774	19.000000	18.6	3.0	6.20	3.57e-09	18.83	8.89e-21	0.94
chr14-539	chr14	8658698	8658832	+	17.9	0.667	21.000000	18.6	3.0	6.20	3.57e-09	5.16	1.10e-09	0.80
chr14-580	chr14	8686485	8686619	+	17.9	0.839	20.000000	18.6	1.0	18.59	6.06e-17	17.23	5.67e-20	0.85
chr14-541	chr14	17264648	17264782	+	17.9	0.714	21.000000	18.6	0.5	37.17	3.61e-22	19.28	5.43e-21	0.85
chr14-585	chr14	21964842	21964976	+	17.9	0.684	20.000000	18.6	3.0	6.20	3.57e-09	13.84	5.19e-18	0.89
chr14-544	chr14	22571242	22571376	+	17.9	0.707	21.000000	18.6	1.0	18.59	6.06e-17	7.71	6.05e-13	0.89
chr14-587	chr14	23158718	23158852	+	17.9	0.806	20.000000	18.6	2.0	9.29	6.19e-12	17.61	3.62e-20	0.89
chr14-708	chr14	24349066	24349200	+	17.9	0.767	17.000000	18.6	3.0	6.20	3.57e-09	16.04	2.51e-19	1.06
chr14-768	chr14	24608759	24608893	+	17.9	0.793	16.000000	18.6	0.5	37.17	3.61e-22	11.33	3.07e-16	1.13
chr14-622	chr14	25305761	25305895	+	17.9	0.880	19.000000	18.6	1.0	18.59	6.06e-17	14.86	1.21e-18	0.89
chr14-774	chr14	27486029	27486163	+	17.9	0.806	16.000000	18.6	0.5	37.17	3.61e-22	9.88	4.76e-15	1.06
chr14-781	chr14	33535387	33535521	+	17.9	0.727	16.000000	18.6	2.0	9.29	6.19e-12	12.46	4.46e-17	1.06
chr14-589	chr14	35364710	35364844	+	17.9	0.730	20.000000	18.6	3.0	6.20	3.57e-09	8.14	2.13e-13	0.94
chr14-845	chr14	35573893	35574027	+	17.9	0.815	15.000000	18.6	2.0	9.29	6.19e-12	8.76	5.14e-14	1.13
chr14-722	chr14	54919172	54919306	+	17.9	0.815	17.000000	18.6	0.5	37.17	3.61e-22	22.19	2.73e-22	0.99
chr14-557	chr14	60295661	60295795	+	17.9	0.889	21.000000	18.6	0.5	37.17	3.61e-22	9.82	5.37e-15	0.85
chr14-558	chr14	60797534	60797668	+	17.9	0.591	21.000000	18.6	2.0	9.29	6.19e-12	12.27	6.08e-17	0.80
chr14-801	chr14	60871490	60871624	+	17.9	0.750	16.000000	18.6	3.0	6.20	3.57e-09	15.43	5.61e-19	1.06
chr14-635	chr14	61321678	61321812	+	17.9	0.867	19.000000	18.6	4.0	4.65	2.48e-07	14.59	1.76e-18	0.89
chr14-676	chr14	63707597	63707731	+	17.9	0.758	18.000000	18.6	1.0	18.59	6.06e-17	15.43	5.61e-19	0.99
chr14-726	chr14	63712266	63712400	+	17.9	0.824	17.000000	18.6	2.0	9.29	6.19e-12	11.25	3.53e-16	1.06
chr14-496	chr14	65243286	65243420	+	17.9	0.875	23.000000	18.6	1.0	18.59	6.06e-17	14.73	1.46e-18	0.77
chr14-533	chr14	77024955	77025089	+	17.9	0.703	22.000000	18.6	1.0	18.59	6.06e-17	14.73	1.46e-18	0.80
chr14-690	chr14	77212170	77212304	+	17.9	0.828	18.000000	18.6	1.0	18.59	6.06e-17	24.54	3.27e-23	0.99
chr14-570	chr14	79296168	79296302	+	17.9	0.800	21.000000	18.6	3.0	6.20	3.57e-09	26.55	6.19e-24	0.85
chr14-691	chr14	79917325	79917459	+	17.9	0.871	18.000000	18.6	1.0	18.59	6.06e-17	14.46	2.12e-18	1.06
chr14-647	chr14	84495074	84495208	+	17.9	0.806	19.000000	18.6	0.5	37.17	3.61e-22	49.08	1.22e-29	0.94
chr14-751	chr14	119164598	119164732	+	17.9	0.815	17.000000	18.6	3.0	6.20	3.57e-09	25.31	1.71e-23	0.99
chr14-574	chr14	121711142	121711276	+	17.9	0.812	21.000000	18.6	1.0	18.59	6.06e-17	13.73	6.18e-18	0.85
chr14-513	chr14	121775846	121775980	+	17.9	0.750	23.000000	18.6	0.5	37.17	3.61e-22	10.66	1.04e-15	0.80
chr14-576	chr14	121852599	121852733	+	17.9	0.897	21.000000	18.6	2.0	9.29	6.19e-12	15.57	4.60e-19	0.85
chr15-860	chr15	3448938	3449072	+	17.9	0.676	18.000000	18.6	3.0	6.20	3.57e-09	10.80	8.01e-16	0.99
chr15-863	chr15	8660600	8660734	+	17.9	0.600	18.000000	18.6	1.0	18.59	6.06e-17	11.65	1.73e-16	0.94
chr15-865	chr15	31137190	31137324	+	17.9	0.824	18.000000	18.6	3.0	6.20	3.57e-09	14.46	2.12e-18	0.99
chr15-714	chr15	31463453	31463587	+	17.9	0.828	21.000000	18.6	1.0	18.59	6.06e-17	14.59	1.76e-18	0.80
chr15-931	chr15	34436837	34436971	+	17.9	0.926	17.000000	18.6	0.5	37.17	3.61e-22	26.55	6.19e-24	0.99
chr15-635	chr15	36574962	36575096	+	17.9	0.705	23.000000	18.6	3.0	6.20	3.57e-09	16.36	1.66e-19	0.85
chr15-870	chr15	38370555	38370689	+	17.9	0.897	18.000000	18.6	0.5	37.17	3.61e-22	42.63	2.54e-28	0.99
chr15-765	chr15	55533648	55533782	+	17.9	0.750	20.000000	18.6	1.0	18.59	6.06e-17	20.00	2.54e-21	0.89
chr15-940	chr15	58807376	58807510	+	17.9	0.771	17.000000	18.6	0.5	37.17	3.61e-22	6.78	7.16e-12	0.99
chr15-941	chr15	59172712	59172846	+	17.9	0.840	17.000000	18.6	3.0	6.20	3.57e-09	5.47	3.80e-10	1.06
chr15-671	chr15	59615997	59616131	+	17.9	0.800	22.000000	18.6	3.0	6.20	3.57e-09	9.76	6.06e-15	0.89
chr15-1017	chr15	62634210	62634344	+	17.9	0.667	16.000000	18.6	0.5	37.17	3.61e-22	20.25	1.96e-21	1.06
chr15-825	chr15	66792636	66792770	+	17.9	0.774	19.000000	18.6	3.0	6.20	3.57e-09	9.26	1.72e-14	0.89
chr15-674	chr15	66887633	66887767	+	17.9	0.821	22.000000	18.6	1.0	18.59	6.06e-17	35.21	1.53e-26	0.85
chr15-887	chr15	72988214	72988348	+	17.9	0.743	18.000000	18.6	3.0	6.20	3.57e-09	7.75	5.52e-13	0.94
chr15-828	chr15	73298590	73298724	+	17.9	0.750	19.000000	18.6	3.0	6.20	3.57e-09	8.80	4.62e-14	0.94
chr15-831	chr15	75945084	75945218	+	17.9	0.719	19.000000	18.6	3.0	6.20	3.57e-09	14.09	3.65e-18	0.89
chr15-685	chr15	80022256	80022390	+	17.9	0.765	22.000000	18.6	2.0	9.29	6.19e-12	20.77	1.15e-21	0.80
chr15-785	chr15	80429599	80429733	+	17.9	0.667	20.000000	18.6	2.0	9.29	6.19e-12	6.83	6.11e-12	0.89
chr15-900	chr15	80502532	80502666	+	17.9	0.706	18.000000	18.6	2.0	9.29	6.19e-12	11.74	1.49e-16	0.94
chr15-964	chr15	83181301	83181435	+	17.9	0.564	17.000000	18.6	1.0	18.59	6.06e-17	7.75	5.52e-13	1.06
chr15-902	chr15	83360330	83360464	+	17.9	0.853	18.000000	18.6	4.0	4.65	2.48e-07	10.25	2.27e-15	0.94
chr15-690	chr15	84528184	84528318	+	17.9	0.750	22.000000	18.6	2.0	9.29	6.19e-12	11.74	1.49e-16	0.77
chr15-1142	chr15	85667828	85667962	+	17.9	0.781	15.000000	18.6	2.0	9.29	6.19e-12	13.50	8.72e-18	1.13
chr15-850	chr15	95669091	95669225	+	17.9	0.722	19.000000	18.6	3.0	6.20	3.57e-09	13.17	1.44e-17	0.94
chr15-745	chr15	97302913	97303047	+	17.9	0.833	21.000000	18.6	4.0	4.65	2.48e-07	32.40	9.05e-26	0.85
chr15-913	chr15	98784527	98784661	+	17.9	0.774	18.000000	18.6	3.0	6.20	3.57e-09	13.96	4.36e-18	0.94
chr15-751	chr15	101833455	101833589	+	17.9	0.778	21.000000	18.6	3.0	6.20	3.57e-09	8.02	2.85e-13	0.85
chr16-526	chr16	5640167	5640301	+	17.9	0.786	19.000000	18.6	2.0	9.29	6.19e-12	59.99	1.60e-31	0.89
chr16-402	chr16	14143520	14143654	+	17.9	0.962	23.000000	18.6	4.0	4.65	2.48e-07	20.25	1.96e-21	0.77
chr16-597	chr16	16664390	16664524	+	17.9	0.917	17.000000	18.6	3.0	6.20	3.57e-09	55.85	7.52e-31	0.99
chr16-427	chr16	17795944	17796078	+	17.9	0.812	22.000000	18.6	1.0	18.59	6.06e-17	19.52	4.23e-21	0.80
chr16-428	chr16	18131481	18131615	+	17.9	0.767	22.000000	18.6	2.0	9.29	6.19e-12	12.46	4.46e-17	0.77
chr16-488	chr16	18135384	18135518	+	17.9	0.828	20.000000	18.6	2.0	9.29	6.19e-12	13.50	8.72e-18	0.85
chr16-458	chr16	20521940	20522074	+	17.9	0.765	21.000000	18.6	1.0	18.59	6.06e-17	8.31	1.44e-13	0.85
chr16-639	chr16	20547503	20547637	+	17.9	0.649	16.000000	18.6	1.0	18.59	6.06e-17	12.09	8.24e-17	1.13
chr16-640	chr16	22150973	22151107	+	17.9	0.719	16.000000	18.6	3.0	6.20	3.57e-09	31.76	1.38e-25	1.13
chr16-460	chr16	24645997	24646131	+	17.9	0.900	21.000000	18.6	0.5	37.17	3.61e-22	18.00	2.29e-20	0.85
chr16-495	chr16	29560390	29560524	+	17.9	0.692	20.000000	18.6	2.0	9.29	6.19e-12	18.83	8.89e-21	0.89
chr16-434	chr16	31290459	31290593	+	17.9	0.857	22.000000	18.6	2.0	9.29	6.19e-12	27.00	4.36e-24	0.80
